Date,WithinRange,SuccessMetric,Group
12/03/2022 00:00:00,Pre,1,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,15,Test
12/03/2022 00:00:00,Pre,8,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,1,Test
12/03/2022 00:00:00,Pre,1,Test
12/03/2022 00:00:00,Pre,1,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,274,Test
12/03/2022 00:00:00,Pre,21,Test
12/03/2022 00:00:00,Pre,22,Test
12/03/2022 00:00:00,Pre,7,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,6,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,26,Test
12/03/2022 00:00:00,Pre,22,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,21,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,9,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,195,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,319,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,42,Test
12/03/2022 00:00:00,Pre,4,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,330,Test
12/03/2022 00:00:00,Pre,219,Test
12/03/2022 00:00:00,Pre,77,Test
12/03/2022 00:00:00,Pre,62,Test
12/03/2022 00:00:00,Pre,35,Test
12/03/2022 00:00:00,Pre,570,Test
12/03/2022 00:00:00,Pre,74,Test
12/03/2022 00:00:00,Pre,12,Test
12/03/2022 00:00:00,Pre,36,Test
12/03/2022 00:00:00,Pre,134,Test
12/03/2022 00:00:00,Pre,303,Test
12/03/2022 00:00:00,Pre,31,Test
12/03/2022 00:00:00,Pre,397,Test
12/03/2022 00:00:00,Pre,146,Test
12/03/2022 00:00:00,Pre,32,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,35,Test
12/03/2022 00:00:00,Pre,6,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,7,Test
12/03/2022 00:00:00,Pre,10,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,46,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,23,Test
12/03/2022 00:00:00,Pre,8,Test
12/03/2022 00:00:00,Pre,11,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,6,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,13,Test
12/03/2022 00:00:00,Pre,6,Test
12/03/2022 00:00:00,Pre,5,Test
12/03/2022 00:00:00,Pre,8,Test
12/03/2022 00:00:00,Pre,1,Test
12/03/2022 00:00:00,Pre,31,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,7,Test
12/03/2022 00:00:00,Pre,1,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,14,Test
12/03/2022 00:00:00,Pre,7,Test
12/03/2022 00:00:00,Pre,0,Test
12/03/2022 00:00:00,Pre,31,Test
12/03/2022 00:00:00,Pre,15,Test
12/03/2022 00:00:00,Pre,99,Test
12/03/2022 00:00:00,Pre,51,Test
12/03/2022 00:00:00,Pre,77,Test
12/03/2022 00:00:00,Pre,5,Test
12/03/2022 00:00:00,Pre,11,Test
12/03/2022 00:00:00,Pre,19,Test
12/03/2022 00:00:00,Pre,5,Test
12/03/2022 00:00:00,Pre,26,Test
12/03/2022 00:00:00,Pre,56,Test
12/03/2022 00:00:00,Pre,7,Test
12/03/2022 00:00:00,Pre,88,Test
12/03/2022 00:00:00,Pre,30,Test
12/03/2022 00:00:00,Pre,28,Test
12/03/2022 00:00:00,Pre,3,Test
12/03/2022 00:00:00,Pre,5,Test
12/03/2022 00:00:00,Pre,45,Test
12/03/2022 00:00:00,Pre,2,Test
12/03/2022 00:00:00,Pre,8,Test
12/03/2022 00:00:00,Pre,258,Test
12/03/2022 00:00:00,Pre,1,Test
12/03/2022 00:00:00,Pre,39,Test
12/03/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,4,Control
12/04/2022 00:00:00,Pre,0,Control
12/04/2022 00:00:00,Pre,9,Control
12/04/2022 00:00:00,Pre,21,Control
12/04/2022 00:00:00,Pre,4,Control
12/04/2022 00:00:00,Pre,8,Control
12/04/2022 00:00:00,Pre,29,Control
12/04/2022 00:00:00,Pre,16,Control
12/04/2022 00:00:00,Pre,0,Control
12/04/2022 00:00:00,Pre,6,Control
12/04/2022 00:00:00,Pre,52,Control
12/04/2022 00:00:00,Pre,35,Control
12/04/2022 00:00:00,Pre,222,Control
12/04/2022 00:00:00,Pre,9,Control
12/04/2022 00:00:00,Pre,1,Control
12/04/2022 00:00:00,Pre,2,Control
12/04/2022 00:00:00,Pre,7,Control
12/04/2022 00:00:00,Pre,2,Control
12/04/2022 00:00:00,Pre,3,Control
12/04/2022 00:00:00,Pre,5,Control
12/04/2022 00:00:00,Pre,0,Control
12/04/2022 00:00:00,Pre,49,Control
12/04/2022 00:00:00,Pre,21,Control
12/04/2022 00:00:00,Pre,26,Control
12/04/2022 00:00:00,Pre,28,Control
12/04/2022 00:00:00,Pre,5,Control
12/04/2022 00:00:00,Pre,1,Control
12/04/2022 00:00:00,Pre,8,Control
12/04/2022 00:00:00,Pre,13,Test
12/04/2022 00:00:00,Pre,21,Test
12/04/2022 00:00:00,Pre,67,Test
12/04/2022 00:00:00,Pre,16,Test
12/04/2022 00:00:00,Pre,61,Test
12/04/2022 00:00:00,Pre,18,Test
12/04/2022 00:00:00,Pre,36,Test
12/04/2022 00:00:00,Pre,123,Test
12/04/2022 00:00:00,Pre,285,Test
12/04/2022 00:00:00,Pre,36,Test
12/04/2022 00:00:00,Pre,399,Test
12/04/2022 00:00:00,Pre,223,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,10,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,29,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,41,Test
12/04/2022 00:00:00,Pre,137,Test
12/04/2022 00:00:00,Pre,286,Test
12/04/2022 00:00:00,Pre,27,Test
12/04/2022 00:00:00,Pre,8,Test
12/04/2022 00:00:00,Pre,6,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,7,Test
12/04/2022 00:00:00,Pre,14,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,30,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,57,Test
12/04/2022 00:00:00,Pre,189,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,136,Test
12/04/2022 00:00:00,Pre,19,Test
12/04/2022 00:00:00,Pre,7,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,19,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,11,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,19,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,14,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,10,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,30,Test
12/04/2022 00:00:00,Pre,16,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,20,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,18,Test
12/04/2022 00:00:00,Pre,37,Test
12/04/2022 00:00:00,Pre,20,Test
12/04/2022 00:00:00,Pre,36,Test
12/04/2022 00:00:00,Pre,46,Test
12/04/2022 00:00:00,Pre,13,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,22,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,36,Test
12/04/2022 00:00:00,Pre,9,Test
12/04/2022 00:00:00,Pre,10,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,6,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,16,Test
12/04/2022 00:00:00,Pre,30,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,37,Test
12/04/2022 00:00:00,Pre,9,Test
12/04/2022 00:00:00,Pre,7,Test
12/04/2022 00:00:00,Pre,11,Test
12/04/2022 00:00:00,Pre,10,Test
12/04/2022 00:00:00,Pre,10,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,39,Test
12/04/2022 00:00:00,Pre,30,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,30,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,14,Test
12/04/2022 00:00:00,Pre,31,Test
12/04/2022 00:00:00,Pre,11,Test
12/04/2022 00:00:00,Pre,40,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,11,Test
12/04/2022 00:00:00,Pre,36,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,13,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,12,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,224,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,17,Test
12/04/2022 00:00:00,Pre,37,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,43,Test
12/04/2022 00:00:00,Pre,28,Test
12/04/2022 00:00:00,Pre,18,Test
12/04/2022 00:00:00,Pre,6,Test
12/04/2022 00:00:00,Pre,10,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,75,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,6,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,4,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,73,Test
12/04/2022 00:00:00,Pre,101,Test
12/04/2022 00:00:00,Pre,56,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,204,Test
12/04/2022 00:00:00,Pre,284,Test
12/04/2022 00:00:00,Pre,5,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,7,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,7,Test
12/04/2022 00:00:00,Pre,6,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,8,Test
12/04/2022 00:00:00,Pre,1,Test
12/04/2022 00:00:00,Pre,2,Test
12/04/2022 00:00:00,Pre,3,Test
12/04/2022 00:00:00,Pre,0,Test
12/04/2022 00:00:00,Pre,464,Test
12/05/2022 00:00:00,Pre,30,Test
12/05/2022 00:00:00,Pre,142,Test
12/05/2022 00:00:00,Pre,320,Test
12/05/2022 00:00:00,Pre,40,Test
12/05/2022 00:00:00,Pre,473,Test
12/05/2022 00:00:00,Pre,584,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,31,Test
12/05/2022 00:00:00,Pre,24,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,10,Test
12/05/2022 00:00:00,Pre,37,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,12,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,26,Test
12/05/2022 00:00:00,Pre,53,Test
12/05/2022 00:00:00,Pre,630,Test
12/05/2022 00:00:00,Pre,6,Test
12/05/2022 00:00:00,Pre,28,Test
12/05/2022 00:00:00,Pre,24,Test
12/05/2022 00:00:00,Pre,6,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,154,Test
12/05/2022 00:00:00,Pre,47,Test
12/05/2022 00:00:00,Pre,85,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,137,Test
12/05/2022 00:00:00,Pre,33,Test
12/05/2022 00:00:00,Pre,25,Test
12/05/2022 00:00:00,Pre,378,Test
12/05/2022 00:00:00,Pre,226,Test
12/05/2022 00:00:00,Pre,60,Test
12/05/2022 00:00:00,Pre,79,Test
12/05/2022 00:00:00,Pre,24,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,36,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,17,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,28,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,2,Test
12/05/2022 00:00:00,Pre,5,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,9,Test
12/05/2022 00:00:00,Pre,12,Test
12/05/2022 00:00:00,Pre,5,Test
12/05/2022 00:00:00,Pre,16,Test
12/05/2022 00:00:00,Pre,6,Test
12/05/2022 00:00:00,Pre,14,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,36,Test
12/05/2022 00:00:00,Pre,346,Test
12/05/2022 00:00:00,Pre,20,Test
12/05/2022 00:00:00,Pre,32,Test
12/05/2022 00:00:00,Pre,17,Test
12/05/2022 00:00:00,Pre,41,Test
12/05/2022 00:00:00,Pre,21,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,21,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,25,Test
12/05/2022 00:00:00,Pre,50,Test
12/05/2022 00:00:00,Pre,2,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,29,Test
12/05/2022 00:00:00,Pre,11,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,8,Test
12/05/2022 00:00:00,Pre,14,Test
12/05/2022 00:00:00,Pre,11,Test
12/05/2022 00:00:00,Pre,38,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,229,Test
12/05/2022 00:00:00,Pre,67,Test
12/05/2022 00:00:00,Pre,97,Test
12/05/2022 00:00:00,Pre,62,Test
12/05/2022 00:00:00,Pre,199,Test
12/05/2022 00:00:00,Pre,104,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,38,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,11,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,16,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,2,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,20,Test
12/05/2022 00:00:00,Pre,2,Test
12/05/2022 00:00:00,Pre,14,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,9,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,5,Test
12/05/2022 00:00:00,Pre,16,Test
12/05/2022 00:00:00,Pre,26,Test
12/05/2022 00:00:00,Pre,13,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,2,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,2,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,18,Test
12/05/2022 00:00:00,Pre,34,Test
12/05/2022 00:00:00,Pre,5,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,5,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,8,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,11,Test
12/05/2022 00:00:00,Pre,30,Test
12/05/2022 00:00:00,Pre,58,Test
12/05/2022 00:00:00,Pre,6,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,49,Test
12/05/2022 00:00:00,Pre,31,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,5,Test
12/05/2022 00:00:00,Pre,38,Test
12/05/2022 00:00:00,Pre,5,Test
12/05/2022 00:00:00,Pre,12,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,8,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,13,Test
12/05/2022 00:00:00,Pre,1,Test
12/05/2022 00:00:00,Pre,13,Test
12/05/2022 00:00:00,Pre,0,Control
12/05/2022 00:00:00,Pre,64,Control
12/05/2022 00:00:00,Pre,0,Control
12/05/2022 00:00:00,Pre,0,Control
12/05/2022 00:00:00,Pre,3,Control
12/05/2022 00:00:00,Pre,6,Control
12/05/2022 00:00:00,Pre,9,Control
12/05/2022 00:00:00,Pre,1,Control
12/05/2022 00:00:00,Pre,18,Control
12/05/2022 00:00:00,Pre,6,Control
12/05/2022 00:00:00,Pre,36,Control
12/05/2022 00:00:00,Pre,47,Control
12/05/2022 00:00:00,Pre,8,Control
12/05/2022 00:00:00,Pre,34,Control
12/05/2022 00:00:00,Pre,25,Control
12/05/2022 00:00:00,Pre,8,Control
12/05/2022 00:00:00,Pre,8,Test
12/05/2022 00:00:00,Pre,263,Control
12/05/2022 00:00:00,Pre,29,Control
12/05/2022 00:00:00,Pre,6,Control
12/05/2022 00:00:00,Pre,9,Control
12/05/2022 00:00:00,Pre,3,Test
12/05/2022 00:00:00,Pre,17,Test
12/05/2022 00:00:00,Pre,0,Test
12/05/2022 00:00:00,Pre,28,Control
12/05/2022 00:00:00,Pre,20,Test
12/05/2022 00:00:00,Pre,14,Test
12/05/2022 00:00:00,Pre,53,Test
12/05/2022 00:00:00,Pre,4,Test
12/05/2022 00:00:00,Pre,9,Test
12/05/2022 00:00:00,Pre,22,Test
12/05/2022 00:00:00,Pre,2,Test
12/05/2022 00:00:00,Pre,14,Control
12/05/2022 00:00:00,Pre,1,Control
12/05/2022 00:00:00,Pre,42,Control
12/05/2022 00:00:00,Pre,3,Control
12/05/2022 00:00:00,Pre,8,Control
12/05/2022 00:00:00,Pre,10,Control
12/05/2022 00:00:00,Pre,40,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,4,Test
12/06/2022 00:00:00,Pre,28,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,7,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,21,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,31,Test
12/06/2022 00:00:00,Pre,6,Test
12/06/2022 00:00:00,Pre,11,Test
12/06/2022 00:00:00,Pre,13,Test
12/06/2022 00:00:00,Pre,4,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,28,Test
12/06/2022 00:00:00,Pre,230,Test
12/06/2022 00:00:00,Pre,637,Test
12/06/2022 00:00:00,Pre,425,Test
12/06/2022 00:00:00,Pre,24,Test
12/06/2022 00:00:00,Pre,285,Test
12/06/2022 00:00:00,Pre,124,Test
12/06/2022 00:00:00,Pre,29,Test
12/06/2022 00:00:00,Pre,32,Test
12/06/2022 00:00:00,Pre,50,Test
12/06/2022 00:00:00,Pre,562,Test
12/06/2022 00:00:00,Pre,25,Test
12/06/2022 00:00:00,Pre,58,Test
12/06/2022 00:00:00,Pre,58,Test
12/06/2022 00:00:00,Pre,213,Test
12/06/2022 00:00:00,Pre,12,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,9,Test
12/06/2022 00:00:00,Pre,8,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,5,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,8,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,3,Test
12/06/2022 00:00:00,Pre,9,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,32,Test
12/06/2022 00:00:00,Pre,9,Test
12/06/2022 00:00:00,Pre,5,Test
12/06/2022 00:00:00,Pre,5,Test
12/06/2022 00:00:00,Pre,384,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,9,Test
12/06/2022 00:00:00,Pre,5,Test
12/06/2022 00:00:00,Pre,8,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,3,Test
12/06/2022 00:00:00,Pre,24,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,3,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,3,Test
12/06/2022 00:00:00,Pre,4,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,25,Test
12/06/2022 00:00:00,Pre,27,Test
12/06/2022 00:00:00,Pre,113,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,3,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,10,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,5,Test
12/06/2022 00:00:00,Pre,8,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,4,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,5,Test
12/06/2022 00:00:00,Pre,7,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,101,Test
12/06/2022 00:00:00,Pre,30,Test
12/06/2022 00:00:00,Pre,54,Test
12/06/2022 00:00:00,Pre,29,Test
12/06/2022 00:00:00,Pre,118,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,5,Test
12/06/2022 00:00:00,Pre,2,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,10,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,1,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,13,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,4,Test
12/06/2022 00:00:00,Pre,0,Test
12/06/2022 00:00:00,Pre,0,Test
